sample,MX1303_C5JC4ACXX_3_TAGGAT,MX1304_C5JC4ACXX_4_CCGGTG,MX1305_C5JC4ACXX_5_TGTTGG,MX1306_C5JC4ACXX_6_GTATAG,MX1307_C5JC4ACXX_7_AGCATC,MX1307_C5JC4ACXX_7_CAGGCC,MX1310_C5JC1ACXX_4_CTCTAC,MX1310_C5JC1ACXX_4_GGAACT,MX1310_C5JC1ACXX_4_GGACGG,MX1310_C5JC1ACXX_4_TGACAT,MX1355_C6RGTANXX_2_AAGCTA,MX1355_C6RGTANXX_2_ACATCG,MX1355_C6RGTANXX_2_CAAGTT,MX1355_C6RGTANXX_2_CATTCA,MX1355_C6RGTANXX_2_GGAACT,MX1356_C6RGTANXX_3_ATGGCA,MX1356_C6RGTANXX_3_CCTTGC,MX1356_C6RGTANXX_3_CGGCCT,MX1356_C6RGTANXX_3_GCGTGG,MX1356_C6RGTANXX_3_GCTGTA,MX1356_C6RGTANXX_3_GTATAG,MX1356_C6RGTANXX_3_TAGTTG,MX1356_C6RGTANXX_3_TGACAT,MX1357_C6RGTANXX_4_AATTAT,MX1357_C6RGTANXX_4_AGTCTT,MX1357_C6RGTANXX_4_CATGGG,MX1357_C6RGTANXX_4_GCCTAA,MX1357_C6RGTANXX_4_GTAGCC,MX1357_C6RGTANXX_4_TATCGT,MX1357_C6RGTANXX_4_TCTGAG
hsa-miR-1249-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1250-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1250-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1251-3p,0.087,0,0.069,0,0.038,0,0,0.166,0.123,0,0,0.035,0,0,0.09,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0.03
hsa-miR-1251-5p,1.132,2.06,2.398,5.968,1.267,0.319,1.251,2.321,2.855,0.64,0.388,0.457,0.187,0,0,0,1.651,0,0.544,0.03,0.662,0,0.044,0,0.058,0,0.071,0,0.186,0.984
hsa-miR-1252-3p,0,0,0.034,0.051,0.115,0.128,0,0.095,0.123,0.084,0,0.105,0,0,0,0,0.198,0,0.068,0.15,0,0,0.133,0,0.029,0.234,0.036,0.115,0.027,0.089
hsa-miR-1252-5p,0,0,0,0,0,0,0,0.024,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1254,0.958,0.451,0.582,0.556,0.96,0.383,0.402,1.35,0.517,0.334,1.554,3.057,2.988,0.341,0.359,0,0.792,1.285,0.817,0.3,1.08,2.363,0.577,0.196,0.403,0.117,0.499,0.402,0.293,0.895
hsa-miR-1254,0.958,0.451,0.582,0.556,0.96,0.383,0.402,1.35,0.541,0.334,1.554,3.057,2.988,0.341,0.359,0,0.792,1.285,0.817,0.3,1.08,2.363,0.577,0.196,0.403,0.117,0.499,0.402,0.293,0.895
hsa-miR-1255a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1255b-5p,0,0,0,0.051,0,0,0,0.024,0,0,0,0.035,0.187,0,0.09,0,0.066,0,0.068,0.03,0.035,0.295,0,0.196,0,0,0.036,0.057,0,0.089
hsa-miR-1255b-2-3p,0.087,0,0.034,0.101,0.038,0,0.179,0,0.074,0,0,0,0,0,0,0,0.132,0,0.068,0.03,0.104,0,0.022,0,0,0.117,0.036,0.057,0.133,0
hsa-miR-1255b-5p,0,0,0,0.051,0,0,0,0.024,0,0,0,0.035,0.187,0,0.09,0,0.066,0,0.068,0.03,0.035,0.295,0,0.196,0,0,0.036,0.057,0,0.089
hsa-miR-1256,0,0,0.034,0,0,0,0,0,0,0.056,0,0,0,0,0.09,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0
hsa-miR-1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1258,0.348,0.322,0,0.101,0,0.064,0.089,0.071,0.074,0.251,0,0,0,0,0,0,0,0,0,0.39,0.035,0,0.488,0.392,0.086,0.234,0.143,0,0.373,0.179
hsa-miR-125a-3p,41.807,48.16,25.389,34.192,30.108,17.858,82.438,40.639,27.419,46.086,9.322,13.141,11.764,49.041,31.29,42.125,29.908,12.982,42.878,69.163,25.043,10.93,50.29,40.195,19.528,16.883,32.679,21.02,41.562,28.685
hsa-miR-125a-5p,943.88,884.722,668.806,"1,150.78",867.166,903.815,675.321,828.33,"1,115.89","1,149.83","1,917.52","1,756.57","1,148.38",784.878,935.296,"2,196.90","1,696.21","1,063.65",940.791,"1,375.67","1,821.94","1,233.01","1,796.32","2,806.80","4,181.93","1,977.86","5,200.54","4,449.62","1,637.55","1,228.34"
hsa-miR-125b-1-3p,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0.036,0,0,0.03
hsa-miR-125b-5p,16.462,26.591,22.819,39.25,45.66,74.43,23.815,29.887,48.562,52.769,180.605,38.931,42.947,83.551,48.594,109.466,45.356,25.193,36.072,51.963,96.513,16.543,79.683,196.466,323.122,176.331,452.302,332.077,48.729,51.318
hsa-miR-125b-2-3p,3.136,5.795,7.983,7.637,4.493,2.232,1.072,5.542,5.316,4.817,0.777,1.265,2.241,1.135,2.6,2.186,3.763,0.257,0.885,1.861,2.995,0.886,3.461,3.529,2.1,0.469,2.601,2.527,2.345,3.697
hsa-miR-125b-5p,16.897,26.784,23.401,40.008,46.39,75.004,24.486,30.242,49.743,53.911,182.159,39.318,42.947,84.686,49.221,111.215,46.941,25.451,36.888,52.533,98.603,16.838,81.258,199.407,329.737,178.324,458.538,337.591,49.395,52.451
hsa-miR-126-3p,"14,754.20","7,746.30","3,971.14","10,731","5,567.55","3,999.91","7,745.37","7,765.71","12,268.10","16,243.20","5,766.16","5,328.63","5,017.76","5,002.15","6,515.16","11,687.10","10,760.30","2,821.92","9,012.82","14,511.50","8,192.33","3,209.55","18,348","13,255.80","16,858.10","10,206.30","12,782.80","13,243.10","21,407.90","12,152.10"
hsa-miR-126-5p,390.721,323.666,220.171,402.055,289.785,169.398,222.783,385.711,390.415,511.65,125.064,118.479,133.511,161.993,179.403,448.942,328.389,56.042,195.4,439.356,225.696,70.01,504.939,307.836,529.248,355.827,355.548,354.132,543.186,342.525
hsa-miR-1260a,8.274,25.69,8.429,16.742,12.481,8.483,4.513,20.58,9.55,17.153,24.081,15.319,16.992,3.292,2.959,13.847,10.629,31.492,14.497,8.195,12.225,44.31,9.938,7.843,7.018,7.503,16.678,10.74,14.307,14.522
hsa-miR-1260b,7.055,23.694,6.27,14.162,10.561,7.717,2.681,18.733,8.221,14.424,22.527,13.844,14.752,3.065,1.883,11.224,10.035,28.15,12.047,6.034,10.937,36.925,7.52,5.686,5.666,6.683,14.896,8.787,11.296,13.18
hsa-miR-1261,0,0,0.069,0.101,0.115,0,0,0.071,0.049,0.056,0,0.07,0.187,0,0,0,0,0.386,0,0.06,0.035,0,0.022,0,0.086,0.117,0,0.057,0.08,0.06
hsa-miR-1262,0,0.064,0.069,0.051,0.154,0.191,0,0.166,0.197,0.084,0,0.105,0,0,0.448,0,0,0,0,0,0.035,0,0.111,0,0,0,0,0.115,0.027,0.03
hsa-miR-1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1266-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1266-5p,0.087,0.064,0,0,0,0.064,0,0,0,0,0,0.105,0,0.114,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0
hsa-miR-1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1268a,1.481,1.867,0.343,1.113,1.344,0.829,3.306,1.231,0.64,1.532,1.554,2.178,2.614,1.476,0.717,0.875,0.528,2.571,1.157,0.811,0.836,2.659,0.754,0.392,0.029,0.703,0.428,0.287,1.465,0.835
hsa-miR-1268b,3.571,2.575,0.514,2.074,1.767,1.913,3.575,2.534,1.231,2.172,1.554,3.127,4.295,1.703,0.717,0.875,0.99,3.985,1.633,1.471,1.533,3.545,1.109,0.392,0.144,0.938,0.641,0.632,2.211,1.7
hsa-miR-1269a,264.778,152.014,416.496,793.54,154.762,0.51,128.55,602.355,365.777,686.386,172.837,1.019,63.674,101.828,256.149,194.007,137.654,14.268,98.687,278.185,351.571,19.201,211.896,285.484,203.94,149.131,390.044,215.948,359.513,510.91
hsa-miR-1269b,29.439,0.064,0.274,0.202,21.966,55.233,13.36,1.989,60.204,1.977,0,12.473,0.187,0.568,0.628,0.146,32.944,3.342,13.408,0.48,0.348,1.182,0.333,0,0.144,0.352,0.392,17.689,0.24,0.358
hsa-miR-127-3p,"4,067.56","3,641.78","3,796.78","5,900.54","2,916.70","1,972.37","2,240.79","5,685.54","4,396.63","3,649.24","1,940.83","2,590.07","2,878.41","1,399.14","2,845.43","1,953.04","3,282.57","1,783.21","2,646.44","1,157.83","3,082.60","2,905.29","2,166.90","1,767.41","1,594.73",724.901,"2,341.08","1,963","1,559.84","2,986.86"
hsa-miR-127-5p,"3,399.69","2,218.41","1,417.58","3,209.01","1,130.88","1,156.95",822.503,"1,729.89","2,188.11","2,778.71","1,978.50","1,743.78","2,236.63",504.257,"1,370.49",614.818,"1,459.79","1,288.21","1,765.13",464.512,"1,881.64","1,695.02","1,139.96","1,070.37",689.903,453.957,"1,020.42","1,032.93","1,012.84","2,353.42"
hsa-miR-1270,0.087,0.129,0,0,0.038,0.064,0,0.024,0,0.111,0,0.07,0,0.114,0,0,0.066,0,0,0,0.035,0.295,0.022,0,0.029,0,0,0,0.027,0.03
hsa-miR-1271-3p,0.174,0.064,0.034,0,0,0,0.134,0.047,0.025,0.056,0,0,0,0,0.269,0,0.132,0,0,0,0.035,0,0.044,0,0,0,0.107,0.057,0.027,0
hsa-miR-1271-5p,5.139,4.185,3.186,5.918,2.995,2.232,1.251,5.802,3.372,4.539,4.272,4.462,3.921,1.589,3.766,2.186,3.565,2.185,4.084,1.171,2.786,2.068,2.218,1.961,1.237,1.055,2.53,1.723,2.158,3.31
hsa-miR-1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1273a,0,0,0.103,0.152,0.038,0.064,0.715,0.047,0.074,0.195,0,0.07,0.187,0.114,0,0,0.066,0,0.068,0,0.035,0,0.022,0,0.058,0,0.036,0.057,0.053,0.239
hsa-miR-1273c,0,0,0,0,0,0.064,0.134,0.024,0.049,0,0,0.07,0,0,0,0,0.132,0,0,0.12,0,0,0.044,0.196,0.058,0,0.036,0.115,0.107,0.03
hsa-miR-1273d,0.261,0.129,0.137,0.101,0,0.319,1.206,0.237,0.246,0.39,0,0.316,0.56,0.227,0.179,0.146,0.066,0,0.136,0.03,0.244,0,0.133,0,0.029,0.117,0.107,0.115,0.053,0.298
hsa-miR-1273e,0.174,0.064,0.069,0,0.038,0,0.536,0.118,0.123,0.167,0,0.035,0.187,0,0,0,0.198,0,0,0.06,0.035,0.295,0.022,0,0.058,0.117,0,0.057,0.107,0.06
hsa-miR-1273f,0.087,0,0.069,0.152,0,0.064,1.698,0.142,0.222,0.39,0.388,0.105,0.187,0.114,0,0.146,0.264,0,0.204,0.27,0.07,0.591,0.133,0,0,0,0.036,0,0.08,0.209
hsa-miR-1273g-3p,1.481,1.803,0.959,1.619,1.037,1.02,18.543,1.989,2.461,3.147,1.165,0.632,0.934,0.454,0.986,0.729,2.245,0.514,0.613,2.402,0.557,0.886,1.331,1.176,1.467,0.703,1.212,1.264,1.785,2.803
hsa-miR-1273g-5p,0,0,0,0,0,0,0.223,0,0,0.028,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0
hsa-miR-1273h-3p,1.045,0.451,0.754,1.264,0.653,0.638,1.832,1.752,1.304,0.947,1.165,1.476,0.934,0.568,0.717,0.437,0.462,0.9,0.953,0.33,0.766,0.295,0.577,0.98,0.201,0.352,0.249,0.402,0.533,1.103
hsa-miR-1273h-5p,0,0.064,0.103,0.101,0.154,0.128,1.206,0.261,0.197,0.334,0,0.07,0,0,0,0.146,0.132,0,0,0.03,0,0,0.111,0,0,0,0.036,0,0.08,0.03
hsa-miR-1275,1.394,1.932,0.857,4.249,0.883,1.913,1.072,3.055,3.913,3.119,6.603,2.951,4.108,0.681,0.538,0.583,2.113,5.913,1.021,2.131,3.518,7.68,2.995,4.118,4.228,3.634,8.09,11.027,2.371,4.771
hsa-miR-1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1277-3p,6.271,10.173,4.351,4.451,3.61,6.633,5.317,3.505,6.646,10.749,12.04,11.63,4.481,7.833,5.828,6.413,5.81,5.013,15.79,6.814,12.957,3.545,10.448,15.686,6.011,8.324,6.094,6.949,6.527,8.081
hsa-miR-1277-5p,1.481,1.867,2.227,1.568,1.114,1.531,2.592,1.042,1.378,2.395,1.554,1.405,0.747,2.157,1.524,0.583,0.99,0.386,2.11,1.981,1.811,0.886,2.107,2.941,1.323,1.407,1.033,1.091,1.199,2.117
hsa-miR-1278,0.348,0.064,0.069,0.051,0.269,0.128,0.045,0.189,0.172,0.195,0.388,0.211,0.56,0.114,0.09,0.146,0.198,0.129,0.136,0.15,0.104,0,0.244,0,0.144,0.234,0.143,0.172,0.027,0.03
hsa-miR-1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-128-1-5p,1.045,1.61,0.959,0.86,0.73,1.084,0.491,1.468,0.763,1.81,1.554,3.127,2.801,0.908,0.538,0.146,1.32,2.314,0.681,0.51,1.428,2.363,0.821,0.588,0.23,0.352,0.855,0.517,0.533,1.103
hsa-miR-128-3p,88.143,90.655,100.458,88.767,72.35,43.689,38.962,148.819,73.052,95.569,41.947,57.94,53.964,51.311,52.27,36.003,62.39,37.79,52.406,30.619,58.792,55.24,45.321,34.117,25.165,22.862,37.989,36.757,30.719,53.733
hsa-miR-128-2-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-128-3p,72.988,74.558,83.875,74.352,57.604,33.675,33.779,128.215,58.801,78.026,32.626,45.15,43.508,39.846,42.676,29.444,49.12,28.021,40.632,24.285,45,41.947,36.336,25.686,19.672,17.586,27.262,26.821,25.523,44.131
hsa-miR-1281,0,0,0,0,0,0,0.045,0.024,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1282,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.179,0,0,0,0,0,0,0,0.044,0,0.029,0,0,0,0,0
hsa-miR-1283,437.145,338.797,181.832,256.437,29.148,251.481,410.09,330.84,258.955,324.94,215.95,338.222,264.22,336.814,166.492,393.991,231.734,189.336,353.843,424.317,274.771,431.879,347.858,357.835,235.634,231.668,332.384,221.347,397.825,246.151
hsa-miR-1283,437.145,338.797,181.832,256.437,29.148,251.481,410.09,330.84,258.955,324.94,215.95,338.222,264.22,336.814,166.492,393.991,231.734,189.336,353.843,424.317,274.771,431.879,347.858,357.835,235.634,231.668,332.384,221.347,397.825,246.151
hsa-miR-1284,0,0,0,0,0,0,0,0,0.025,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0
hsa-miR-1285-3p,2.7,1.03,0.925,1.163,1.19,0.765,1.743,1.445,0.96,1.504,1.165,1.932,2.241,0.795,0.538,0,0.33,2.442,0.681,0.57,0.697,1.772,0.799,0.196,0.834,0.469,0.748,0.287,0.453,0.745
hsa-miR-1285-5p,0.435,0.773,0.308,0.809,0.23,0.191,1.653,0.379,0.689,0.529,0,0.422,0.373,0.341,0.179,0.583,0.264,0,0.204,0.57,0.035,0.886,0.643,0,0.173,0.234,0.214,0.057,0.373,0.417
hsa-miR-1285-3p,2.352,0.901,0.891,1.012,1.114,0.702,1.609,1.326,0.788,1.42,0.777,1.546,1.494,0.681,0.538,0,0.33,1.671,0.544,0.51,0.697,1.182,0.643,0.196,0.748,0.352,0.713,0.287,0.426,0.596
hsa-miR-1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1287-3p,0,0.064,0,0,0,0,0,0.024,0,0,0,0.105,0,0.114,0.09,0,0,0.129,0,0.03,0,0,0,0,0,0,0,0,0,0
hsa-miR-1287-5p,1.742,1.545,1.233,1.922,0.614,0.702,0.179,0.995,1.748,1.615,0.777,1.159,0.187,0.454,0.807,0.583,1.386,0.514,0.817,0.78,1.358,0,0.954,0.588,1.093,0.469,1.283,0.747,0.799,1.431
hsa-miR-1288-3p,0.523,0.322,0.308,0,0.346,0.255,0.268,0.403,0.148,0.195,0,0.176,0,0.114,0,0.437,0.066,0.129,0.068,0.09,0.104,0,0.288,0.196,0.115,0,0.143,0.23,0.24,0.239
hsa-miR-1288-5p,0.087,0.064,0,0,0,0,0,0,0.148,0.084,0,0.035,0,0,0,0,0,0.129,0.068,0.06,0.07,0,0.044,0,0,0.117,0,0.172,0.027,0
hsa-miR-1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-129-1-3p,0,0,0,0,0,0.064,0,0.024,0.074,0.056,0,0.07,0,0,0,0,0,0.257,0.272,0,0,0.295,0,0,0.029,0.117,0,0,0,0
hsa-miR-129-5p,0.523,1.674,0.274,0.253,0.384,0.829,0.134,1.752,0.025,3.007,1.554,3.724,10.83,0.341,0.269,0.292,0.066,0.514,0.272,0,0.139,6.794,0.089,0,0,0.234,0.143,0.115,0,0.209
hsa-miR-129-2-3p,0,0.064,0.137,0,0.115,0.128,0,0.189,0.049,0.39,1.165,0.808,2.241,0.114,0.09,0,0.132,0.257,0,0,0.244,2.659,0.022,0,0.029,0.117,0.036,0,0,0.149
hsa-miR-129-5p,0.523,1.674,0.274,0.253,0.384,0.829,0.134,1.752,0.025,3.007,1.554,3.724,10.83,0.341,0.269,0.292,0.066,0.514,0.272,0,0.139,6.794,0.089,0,0,0.234,0.143,0.115,0,0.209
hsa-miR-1290,0,0.129,0.206,0.202,0.077,0.064,0.76,0.379,0.246,0.64,0,0.07,0,0.227,0.09,0.146,0,0,0.136,0.18,0.035,0.295,0.044,0,0,0,0,0,0.027,0.03
hsa-miR-1291,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.029,0,0,0,0.027,0
hsa-miR-1292-3p,0,0.064,0.069,0,0.038,0.064,0,0.071,0,0.028,0,0.105,0,0.114,0,0,0,0,0.136,0,0.035,0,0.044,0,0,0,0,0.057,0,0.089
hsa-miR-1292-5p,0.871,0.901,0.377,0.202,0.23,0.191,0.357,0.497,0.64,0.585,1.165,1.3,0.747,0,0.179,0.146,1.122,0.771,0.476,0.21,0.418,0.591,0.244,0.196,0.201,0.469,0.285,0.287,0.4,0.567
hsa-miR-1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0
hsa-miR-1294,0,0.386,0.24,0.303,0.576,0.255,0.223,0.213,0.64,0.251,0,0.351,0,0.114,0.09,0.146,0.066,0,0.272,0.54,0.209,0,0.799,0.196,0.863,0.117,0.535,0.517,0.266,0.149
hsa-miR-1295a,0,0,0,0,0.115,0,0,0.047,0.025,0,0,0,0,0.114,0.09,0,0,0.129,0,0,0,0,0.022,0,0,0,0,0,0,0.03
hsa-miR-1295b-3p,0,0,0,0,0,0.064,0,0.024,0.049,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0.036,0,0,0
hsa-miR-1295b-5p,0,0,0,0,0,0,0,0,0.049,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0.027,0
hsa-miR-1296-3p,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0
hsa-miR-1296-5p,0.174,0.451,0.069,0.152,0.614,0.255,0.581,0.568,0.566,0.613,0.777,0.351,0.56,0.227,0.538,0,0.462,0.257,0.613,0.45,0.383,0.591,0.843,0.392,0.575,0.586,0.499,0.23,0.746,0.596
hsa-miR-1297,0.174,0.901,0.274,0.152,0.115,0.765,0.581,0.118,0.418,0.278,1.554,1.757,1.12,6.471,1.614,2.478,1.518,0.386,5.377,2.672,2.891,0.886,2.64,3.921,2.531,6.214,2.067,2.412,2.931,2.415
hsa-miR-1298-3p,0,0.129,0.034,0,0,0,0,0.047,0,0.139,0,0.07,0,0,0,0,0.066,0,0,0,0.035,0,0,0,0,0,0,0,0,0
hsa-miR-1298-5p,0,0,0.034,0,0,0,0,0.924,0.025,0.418,0.777,0.492,0,0,0,0,0,0,0,0.03,0.035,0,0.022,0,0,0,0,0,0,0.089
hsa-miR-1299,1.394,3.091,0.103,4.249,10.484,0.255,0.134,11.06,0.271,2.673,3.107,0.562,1.12,8.06,0.179,1.02,0.066,0.514,0.34,1.171,2.612,0,0.222,0.196,1.467,0,0.143,1.264,0.586,0.03
hsa-miR-1301-3p,0.174,0.193,0.103,0.303,0.154,0.128,0.313,0.237,0.295,0.362,0,0.457,0,0.454,0.807,0,0.264,0.257,0.408,0.15,0.174,0,0.399,0.392,0.173,0,0.143,0.057,0.24,0.388
hsa-miR-1301-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0
hsa-miR-1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0
hsa-miR-1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0
hsa-miR-1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0
hsa-miR-1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0
hsa-miR-1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0
hsa-miR-1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0
hsa-miR-1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0
hsa-miR-1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0
hsa-miR-1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0
hsa-miR-1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0
hsa-miR-1303,0.784,0.579,0.617,0.556,0.653,0.638,1.743,1.042,1.034,0.835,2.33,1.722,1.494,0.341,0.359,1.02,0.924,0.771,1.021,0.841,1.01,0.886,0.776,1.176,1.754,0.821,2.174,1.149,1.359,1.521
hsa-miR-1304-3p,3.048,1.932,2.33,1.871,1.498,0.893,1.206,2.108,1.108,1.754,3.107,3.724,4.481,1.93,1.435,0.292,0.858,2.828,1.497,1.441,1.08,4.726,2.329,1.176,0.46,0.234,1.425,1.034,0.853,1.491
hsa-miR-1304-5p,2.7,0.064,0.034,0,0,0.128,0.134,0.024,0.025,0.056,0,0.07,0,0.114,0,0,0,0,0,0.03,0.035,0,0.044,0,0,0,0.071,0.057,0.053,0.03
hsa-miR-1305,2.7,2.189,0.857,1.163,1.767,0.957,0.849,1.634,0.394,1.81,0.388,3.514,2.241,0.454,0.717,0.146,0.792,0.771,1.565,0.42,1.498,2.954,0.444,0.392,0.46,0.234,0.606,0.345,0.853,0.537
hsa-miR-1306-3p,2.003,1.095,1.473,1.163,1.152,1.02,0.223,2.202,1.304,0.808,0.388,1.546,0.747,1.816,0.986,1.02,0.396,0.514,0.953,0.78,0.766,0.591,1.287,0.196,0.661,0.234,0.82,1.034,0.559,0.984
hsa-miR-1306-5p,9.755,14.294,6.373,9.914,8.525,7.909,4.736,11.533,5.169,10.275,8.933,14.195,10.83,4.768,7.8,4.373,7.262,10.669,10.413,7.235,11.076,20.383,16.105,10.588,11.964,8.91,21.774,17.919,8.632,11.838
hsa-miR-1307-3p,5.487,2.962,3.632,2.984,2.88,2.615,2.726,9.449,5.883,6.238,20.197,35.558,34.918,12.033,18.021,1.603,4.357,8.612,3.539,1.351,5.294,12.111,2.64,2.549,2.79,2.11,4.597,3.159,2.504,6.65
hsa-miR-1307-5p,2.439,1.803,1.439,1.264,1.152,0.702,1.162,1.587,1.354,1.81,0,1.651,1.12,0.908,1.076,0.146,0.462,0.771,0.408,0.21,0.453,1.772,0.244,0.196,0.316,0,0.428,0.23,0.373,0.507
hsa-miR-130a-3p,968.529,844.031,717.836,870.37,666.513,524.392,470.231,750.274,834.535,"1,080.63",690.573,748.684,520.411,758.542,765.577,626.479,847.777,326.101,745.459,521.338,"1,021.42",422.131,654.632,867.236,560.194,463.923,579.204,545.326,732.427,854.448
hsa-miR-130a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-130b-3p,61.491,32.128,74.624,47.089,49.002,20.282,61.035,71.946,25.622,53.771,43.112,59.802,40.333,67.431,41.959,35.857,31.69,29.307,35.8,39.895,55.762,49.332,44.944,52.94,52.085,43.965,30.612,48.588,27.095,40.553
hsa-miR-130b-5p,25.694,15.195,20.215,17.45,19.969,12.246,17.694,31.024,6.424,22.054,20.974,35.804,28.196,22.136,10.31,14.722,8.517,30.721,17.628,12.278,26.575,45.787,20.253,35.882,32.787,36.11,26.3,30.956,10.124,12.822
hsa-miR-132-3p,0,0.064,0.377,0.253,0.154,0,0.179,0.308,0.074,0.139,1.165,0.738,2.801,1.249,0.986,0.292,0,0.129,0.476,0.12,0.279,0.295,0.333,0,0.23,0,0.392,0.172,0.133,0.119
hsa-miR-132-5p,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
