sample	MX1303_C5JC4ACXX_3_TAGGAT	MX1304_C5JC4ACXX_4_CCGGTG	MX1305_C5JC4ACXX_5_TGTTGG	MX1306_C5JC4ACXX_6_GTATAG	MX1307_C5JC4ACXX_7_AGCATC	MX1307_C5JC4ACXX_7_CAGGCC	MX1310_C5JC1ACXX_4_CTCTAC	MX1310_C5JC1ACXX_4_GGAACT	MX1310_C5JC1ACXX_4_GGACGG	MX1310_C5JC1ACXX_4_TGACAT	MX1355_C6RGTANXX_2_AAGCTA	MX1355_C6RGTANXX_2_ACATCG	MX1355_C6RGTANXX_2_CAAGTT	MX1355_C6RGTANXX_2_CATTCA	MX1355_C6RGTANXX_2_GGAACT	MX1356_C6RGTANXX_3_ATGGCA	MX1356_C6RGTANXX_3_CCTTGC	MX1356_C6RGTANXX_3_CGGCCT	MX1356_C6RGTANXX_3_GCGTGG	MX1356_C6RGTANXX_3_GCTGTA	MX1356_C6RGTANXX_3_GTATAG	MX1356_C6RGTANXX_3_TAGTTG	MX1356_C6RGTANXX_3_TGACAT	MX1357_C6RGTANXX_4_AATTAT	MX1357_C6RGTANXX_4_AGTCTT	MX1357_C6RGTANXX_4_CATGGG	MX1357_C6RGTANXX_4_GCCTAA	MX1357_C6RGTANXX_4_GTAGCC	MX1357_C6RGTANXX_4_TATCGT	MX1357_C6RGTANXX_4_TCTGAG
hsa-miR-4521	0.26	0.19	0.00	0.10	0.12	0.13	0.05	0.10	0.20	0.25	3.88	29.59	11.76	0.91	0.72	0.29	0.46	2.06	0.34	0.12	0.59	27.47	0.18	0.00	0.26	0.00	0.43	0.12	0.24	0.09
hsa-miR-4522	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4523	0.00	0.06	0.03	0.10	0.04	0.00	0.18	0.10	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.04	0.00	0.00	0.06
hsa-miR-4524a-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4524a-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4524b-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
hsa-miR-4524b-5p	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.10	0.05	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.06	0.00	0.12
hsa-miR-4525	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4526	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00
hsa-miR-4527	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4528	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4529-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.06	0.00	0.07	0.00	0.03	0.00
hsa-miR-4529-5p	0.70	0.19	0.07	0.35	0.38	0.00	0.09	0.12	0.10	0.08	0.00	0.00	0.19	0.34	0.18	0.15	0.33	0.00	0.14	0.00	0.04	0.00	0.11	0.00	0.20	0.00	0.07	0.06	0.27	0.12
hsa-miR-4530	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4531	0.09	0.00	0.00	0.05	0.00	0.00	0.00	0.05	0.00	0.03	0.00	0.04	0.19	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.03	0.00	0.00	0.00	0.00	0.00
hsa-miR-4532	0.00	0.64	0.51	0.91	0.27	0.26	5.99	0.28	0.96	2.84	1.17	1.02	0.75	0.23	0.27	0.15	0.66	0.39	0.20	1.47	0.14	1.77	0.29	0.59	0.43	0.59	0.11	0.29	0.35	0.48
hsa-miR-4533	0.09	0.13	0.10	0.00	0.00	0.00	0.05	0.12	0.03	0.17	0.00	0.00	0.00	0.57	0.18	0.00	0.07	0.00	0.14	0.00	0.24	0.00	0.02	0.00	0.03	0.00	0.11	0.00	0.00	0.27
hsa-miR-4534	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4535	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4536-3p	0.00	0.13	0.00	0.05	0.00	0.06	0.00	0.02	0.12	0.08	0.39	0.11	0.00	0.11	0.09	0.00	0.00	0.00	0.07	0.09	0.04	0.30	0.07	0.00	0.06	0.12	0.21	0.00	0.08	0.09
hsa-miR-4536-5p	0.26	0.45	0.17	0.20	0.38	0.32	0.00	0.26	0.39	0.31	0.78	0.14	0.19	0.00	0.09	0.58	0.07	0.00	0.07	0.39	0.38	0.30	0.60	0.39	0.35	0.12	0.64	0.52	0.37	0.42
hsa-miR-4536-3p	0.00	0.13	0.00	0.05	0.00	0.06	0.00	0.02	0.12	0.08	0.39	0.11	0.00	0.11	0.09	0.00	0.00	0.00	0.07	0.09	0.04	0.30	0.07	0.00	0.06	0.12	0.21	0.00	0.08	0.09
hsa-miR-4536-5p	0.26	0.45	0.17	0.20	0.38	0.32	0.00	0.26	0.39	0.31	0.78	0.14	0.19	0.00	0.09	0.58	0.07	0.00	0.07	0.39	0.38	0.30	0.60	0.39	0.35	0.12	0.64	0.52	0.37	0.42
hsa-miR-4537	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4538	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4539	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
hsa-miR-454-3p	0.00	0.00	0.00	0.05	0.00	0.06	0.00	0.05	0.12	0.03	0.00	0.11	0.37	0.11	0.18	0.15	0.07	0.00	0.00	0.03	0.04	0.00	0.07	0.20	0.09	0.12	0.11	0.00	0.05	0.12
hsa-miR-454-5p	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4540	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-455-3p	1801.97	1304.19	1292.80	1603.16	687.52	706.23	540.92	1023.02	1795.98	1508.52	519.68	1006.30	1050.35	369.62	772.75	388.16	733.43	1004.14	508.07	548.26	792.17	1845.38	804.39	652.34	594.10	510.94	474.36	540.50	833.80	980.07
hsa-miR-455-5p	212.52	185.30	294.49	134.90	149.73	89.29	157.19	207.67	229.59	193.95	81.95	177.19	124.55	167.10	207.11	141.39	214.97	116.46	180.15	191.70	173.14	225.69	205.33	156.86	130.57	71.87	111.58	121.13	133.53	180.88
hsa-miR-4632-3p	0.09	0.26	0.55	0.20	0.35	0.26	0.13	0.43	0.57	0.11	0.00	0.25	0.19	0.00	0.36	0.29	0.26	0.26	0.34	0.18	0.49	0.30	0.24	0.00	0.32	0.23	0.21	0.23	0.13	0.39
hsa-miR-4632-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
hsa-miR-4633-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4633-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4634	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00
hsa-miR-4635	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4636	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
hsa-miR-4637	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4638-3p	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4638-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4639-3p	0.00	0.32	0.07	0.15	0.08	0.19	0.00	0.10	0.12	0.06	0.00	0.00	0.37	0.00	0.00	0.15	0.00	0.00	0.14	0.00	0.07	0.00	0.04	0.00	0.12	0.23	0.11	0.12	0.00	0.12
hsa-miR-4639-5p	0.00	0.00	0.03	0.05	0.08	0.06	0.09	0.02	0.22	0.00	0.00	0.00	0.00	0.11	0.09	0.00	0.07	0.00	0.27	0.24	0.17	0.00	0.29	0.20	0.00	0.23	0.04	0.12	0.11	0.24
hsa-miR-4640-3p	0.17	0.13	0.10	0.15	0.19	0.06	0.05	0.33	0.07	0.14	0.00	0.70	0.75	0.00	0.00	0.29	0.20	0.13	0.07	0.18	0.38	0.89	0.18	0.00	0.37	0.47	0.86	0.46	0.13	0.18
hsa-miR-4640-5p	0.09	0.00	0.03	0.00	0.15	0.06	0.05	0.10	0.03	0.00	0.39	0.00	0.19	0.00	0.00	0.00	0.07	0.26	0.07	0.03	0.00	0.00	0.00	0.00	0.12	0.00	0.07	0.06	0.05	0.06
hsa-miR-4641	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.03
hsa-miR-4642	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.02	0.00	0.00	0.12	0.00	0.17	0.00	0.00
hsa-miR-4643	0.00	0.06	0.07	0.00	0.15	0.00	0.00	0.05	0.00	0.11	0.00	0.07	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.03	0.00	0.00	0.29	0.00	0.06	0.00	0.11	0.06	0.03	0.00
hsa-miR-4644	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4645-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.00	0.00	0.00	0.00	0.09	0.15	0.00	0.00	0.00	0.03	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.03	0.00
hsa-miR-4645-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4646-3p	0.17	0.13	0.03	0.00	0.00	0.00	0.00	0.00	0.05	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4646-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4647	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4648	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4649-3p	0.00	0.13	0.07	0.15	0.12	0.00	0.00	0.12	0.12	0.14	0.00	0.00	0.19	0.00	0.09	0.00	0.00	0.00	0.07	0.03	0.10	0.00	0.16	0.00	0.09	0.00	0.11	0.23	0.05	0.03
hsa-miR-4649-5p	0.00	0.00	0.07	0.05	0.00	0.06	0.09	0.00	0.03	0.03	0.00	0.00	0.00	0.11	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.08	0.06
hsa-miR-4650-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
hsa-miR-4650-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4650-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
hsa-miR-4650-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4651	0.00	0.00	0.03	0.00	0.04	0.00	0.00	0.10	0.03	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.04	0.00	0.03	0.03
hsa-miR-4652-3p	0.00	0.06	0.00	0.00	0.04	0.00	0.00	0.02	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.06	0.00	0.00
hsa-miR-4652-5p	0.96	1.55	0.41	1.11	2.11	1.34	0.31	1.33	1.13	0.89	1.17	0.39	0.93	1.93	1.08	1.17	0.79	0.13	0.41	1.71	0.14	1.77	0.64	0.98	1.96	1.64	2.25	1.44	0.80	0.90
hsa-miR-4653-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.03	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.03	0.00	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4653-5p	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.07	0.05	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.03	0.07	0.89	0.02	0.20	0.06	0.00	0.14	0.06	0.00	0.03
hsa-miR-4654	0.00	0.00	0.07	0.15	0.00	0.00	0.05	0.07	0.03	0.14	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.06
hsa-miR-4655-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4655-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4656	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4657	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4658	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4659a-3p	0.09	0.32	0.00	0.05	0.08	0.06	0.05	0.14	0.07	0.06	0.39	0.00	0.19	0.34	0.00	0.15	0.07	0.00	0.00	0.30	0.17	0.30	0.13	0.00	0.00	0.00	0.04	0.12	0.05	0.03
hsa-miR-4659a-5p	0.00	0.19	0.10	0.10	0.12	0.38	0.00	0.10	0.07	0.08	0.39	0.14	0.00	1.36	0.09	0.00	0.00	0.90	0.20	0.09	0.73	0.30	0.31	0.00	0.12	0.35	0.11	0.06	0.24	0.09
hsa-miR-4659b-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4659b-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-466	0.00	0.00	0.00	0.00	0.12	0.00	0.09	0.00	0.00	0.06	0.00	0.04	0.19	0.00	0.00	0.15	0.00	0.00	0.00	0.03	0.04	0.00	0.00	0.00	0.03	0.00	0.11	0.06	0.05	0.00
hsa-miR-4660	0.26	0.77	0.51	0.51	0.61	0.70	0.18	0.76	0.49	0.56	0.78	1.76	0.56	0.45	0.54	0.44	0.40	0.77	0.14	0.39	0.63	0.30	0.42	0.59	0.29	0.70	0.39	0.57	0.21	0.45
hsa-miR-4661-3p	0.00	0.19	0.00	0.00	0.04	0.06	0.18	0.05	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.07	0.00	0.02	0.20	0.06	0.00	0.18	0.17	0.00	0.00
hsa-miR-4661-5p	1.66	1.22	0.86	1.67	9.72	4.40	1.34	2.49	2.93	1.48	3.88	4.46	7.66	1.82	1.44	1.90	0.99	3.60	1.97	3.15	5.85	0.89	2.84	2.94	16.31	11.72	9.94	7.87	1.39	1.97
hsa-miR-4662a-3p	0.00	0.06	0.10	0.05	0.15	0.00	0.00	0.07	0.12	0.00	0.39	0.21	0.19	0.11	0.00	0.15	0.07	0.00	0.00	0.06	0.24	0.30	0.16	0.00	0.06	0.00	0.18	0.17	0.03	0.21
hsa-miR-4662a-5p	24.13	45.97	29.81	18.66	54.65	50.00	6.17	51.49	27.62	16.35	42.72	76.11	34.55	21.46	24.03	23.61	28.72	50.90	20.35	20.47	54.23	75.62	23.27	16.86	24.04	24.97	26.34	34.75	18.76	26.81
hsa-miR-4662b	0.00	0.00	0.00	0.00	0.04	0.06	0.05	0.02	0.05	0.06	0.39	0.70	0.37	0.23	0.09	0.00	0.00	0.00	0.00	0.03	0.04	0.00	0.02	0.00	0.00	0.00	0.07	0.00	0.03	0.00
hsa-miR-4663	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4664-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4664-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4665-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4665-5p	0.52	0.00	0.34	0.05	0.12	0.06	0.18	0.26	0.20	0.17	0.00	0.25	0.56	0.00	0.18	0.00	0.26	0.39	0.27	0.09	0.14	1.18	0.20	0.20	0.06	0.00	0.11	0.06	0.05	0.24
hsa-miR-4666a-3p	0.00	0.00	0.07	0.00	0.00	0.19	0.00	0.17	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4666a-5p	0.17	0.00	0.03	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.04	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
hsa-miR-4666b	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4667-3p	0.00	0.06	0.00	0.00	0.00	0.00	0.05	0.05	0.05	0.06	0.39	0.11	0.00	0.00	0.00	0.29	0.00	0.00	0.00	0.00	0.04	0.00	0.02	0.00	0.03	0.00	0.00	0.00	0.03	0.09
hsa-miR-4667-5p	0.17	0.00	0.14	0.00	0.00	0.06	0.00	0.00	0.10	0.11	0.00	0.00	0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.12	0.03	0.09
hsa-miR-4668-3p	1.39	1.42	0.82	1.62	1.08	1.21	0.18	0.95	0.96	1.11	1.94	1.34	0.56	0.11	0.27	1.46	0.59	0.51	0.82	0.78	1.18	0.30	1.22	0.98	0.60	0.82	0.89	1.67	1.12	1.16
hsa-miR-4668-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.04	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.03	0.04	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.03	0.03
hsa-miR-4669	0.00	0.06	0.00	0.10	0.00	0.00	0.00	0.00	0.30	0.00	0.00	0.25	0.19	0.45	0.00	0.29	0.20	0.64	0.00	0.00	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4670-3p	0.00	0.00	0.07	0.00	0.04	0.00	0.00	0.00	0.07	0.06	0.00	0.00	0.00	0.00	0.09	0.29	0.07	0.00	0.00	0.15	0.07	0.00	0.07	0.00	0.06	0.12	0.00	0.06	0.11	0.00
hsa-miR-4670-5p	0.00	0.13	0.03	0.20	0.04	0.00	0.00	0.02	0.15	0.22	0.00	0.04	0.00	0.00	0.09	0.29	0.13	0.00	0.00	0.03	0.00	0.00	0.11	0.00	0.06	0.00	0.18	0.12	0.29	0.06
hsa-miR-4671-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4671-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.03	0.00	0.00	0.00	0.00	0.00
